Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
1,Random,19.8%,astar,0.40,15,13.00,Yes
1,Random,19.8%,astar_dynamic,0.40,59,25.07,Yes
2,Random,22.3%,astar,0.40,67,18.07,Yes
2,Random,22.3%,astar_dynamic,0.40,95,23.24,Yes
3,Random,22.8%,astar,0.30,50,18.24,Yes
3,Random,22.8%,astar_dynamic,0.20,4,0,No
4,Random,21.0%,astar,0.20,28,21.49,Yes
4,Random,21.0%,astar_dynamic,0.30,80,17.66,Yes
5,Random,21.8%,astar,0.90,49,20.49,Yes
5,Random,21.8%,astar_dynamic,0.20,22,12.41,Yes
6,Random,20.5%,astar,0.40,38,14.24,Yes
6,Random,20.5%,astar_dynamic,0.10,10,9.41,Yes
7,Random,23.3%,astar,0.30,17,10.83,Yes
7,Random,23.3%,astar_dynamic,0.30,51,16.24,Yes
8,Random,20.0%,astar,0.30,19,16.66,Yes
8,Random,20.0%,astar_dynamic,0.30,21,19.24,Yes
9,Random,18.5%,astar,0.50,18,12.66,Yes
9,Random,18.5%,astar_dynamic,0.20,15,9.83,Yes
10,Random,18.3%,astar,0.30,27,27.56,Yes
10,Random,18.3%,astar_dynamic,0.10,9,8.00,Yes
11,Random,18.3%,astar,0.20,49,18.83,Yes
11,Random,18.3%,astar_dynamic,0.20,21,19.90,Yes
12,Random,19.8%,astar,0.10,15,14.41,Yes
12,Random,19.8%,astar_dynamic,0.20,17,15.49,Yes
13,Random,17.8%,astar,0.00,48,20.07,Yes
13,Random,17.8%,astar_dynamic,0.20,17,17.49,Yes
14,Random,18.0%,astar,0.30,12,12.07,Yes
14,Random,18.0%,astar_dynamic,0.10,26,25.38,Yes
15,Random,19.8%,astar,0.10,12,8.41,Yes
15,Random,19.8%,astar_dynamic,0.10,12,11.41,Yes
16,Random,21.5%,astar,0.10,23,22.90,Yes
16,Random,21.5%,astar_dynamic,0.30,24,9.24,Yes
17,Random,18.3%,astar,0.30,17,9.41,Yes
17,Random,18.3%,astar_dynamic,0.30,25,25.14,Yes
18,Random,21.8%,astar,0.10,18,13.24,Yes
18,Random,21.8%,astar_dynamic,0.00,19,10.41,Yes
19,Random,21.8%,astar,0.20,9,9.24,Yes
19,Random,21.8%,astar_dynamic,0.10,15,10.83,Yes
20,Random,19.5%,astar,0.30,12,10.66,Yes
20,Random,19.5%,astar_dynamic,0.20,11,9.41,Yes
21,Random,22.8%,astar,0.20,14,12.66,Yes
21,Random,22.8%,astar_dynamic,0.10,16,13.24,Yes
22,Random,19.3%,astar,0.70,35,13.66,Yes
22,Random,19.3%,astar_dynamic,0.00,16,13.66,Yes
23,Random,18.3%,astar,0.10,7,7.66,Yes
23,Random,18.3%,astar_dynamic,0.20,24,13.66,Yes
24,Random,19.5%,astar,0.30,48,21.24,Yes
24,Random,19.5%,astar_dynamic,0.20,38,16.83,Yes
25,Random,19.8%,astar,0.30,13,12.24,Yes
25,Random,19.8%,astar_dynamic,0.30,21,14.83,Yes
26,Random,20.5%,astar,0.30,59,20.24,Yes
26,Random,20.5%,astar_dynamic,0.20,14,8.24,Yes
27,Random,20.3%,astar,0.20,56,18.66,Yes
27,Random,20.3%,astar_dynamic,0.10,24,20.66,Yes
28,Random,21.0%,astar,0.30,33,19.83,Yes
28,Random,21.0%,astar_dynamic,0.10,44,20.24,Yes
29,Random,19.3%,astar,0.20,15,15.49,Yes
29,Random,19.3%,astar_dynamic,0.10,18,13.66,Yes
30,Random,16.8%,astar,0.30,25,16.41,Yes
30,Random,16.8%,astar_dynamic,0.00,22,12.83,Yes
31,Random,17.5%,astar,0.50,14,8.83,Yes
31,Random,17.5%,astar_dynamic,0.20,44,18.07,Yes
32,Random,19.8%,astar,0.50,31,14.83,Yes
32,Random,19.8%,astar_dynamic,0.10,51,17.24,Yes
33,Random,17.0%,astar,0.10,19,16.90,Yes
33,Random,17.0%,astar_dynamic,0.10,16,12.83,Yes
34,Random,20.0%,astar,0.40,9,8.41,Yes
34,Random,20.0%,astar_dynamic,0.10,12,11.66,Yes
35,Random,18.8%,astar,0.20,44,20.07,Yes
35,Random,18.8%,astar_dynamic,0.30,40,22.66,Yes
36,Random,16.5%,astar,0.20,1,0,No
36,Random,16.5%,astar_dynamic,0.30,14,8.83,Yes
37,Random,20.8%,astar,0.30,46,21.24,Yes
37,Random,20.8%,astar_dynamic,0.00,15,15.07,Yes
38,Random,20.5%,astar,0.30,17,8.83,Yes
38,Random,20.5%,astar_dynamic,0.20,10,9.83,Yes
39,Random,20.8%,astar,0.30,21,15.49,Yes
39,Random,20.8%,astar_dynamic,0.30,23,14.83,Yes
40,Random,19.5%,astar,0.20,43,18.49,Yes
40,Random,19.5%,astar_dynamic,0.50,32,17.24,Yes
41,Random,22.8%,astar,0.30,25,20.07,Yes
41,Random,22.8%,astar_dynamic,0.10,15,10.00,Yes
42,Random,19.8%,astar,0.50,22,11.66,Yes
42,Random,19.8%,astar_dynamic,0.20,34,14.00,Yes
43,Random,16.5%,astar,0.20,25,19.66,Yes
43,Random,16.5%,astar_dynamic,0.20,15,9.66,Yes
44,Random,19.3%,astar,0.20,19,15.07,Yes
44,Random,19.3%,astar_dynamic,0.30,18,15.07,Yes
45,Random,21.5%,astar,0.40,39,18.83,Yes
45,Random,21.5%,astar_dynamic,0.10,10,7.83,Yes
46,Random,22.5%,astar,0.90,233,32.73,Yes
46,Random,22.5%,astar_dynamic,0.20,69,23.31,Yes
47,Random,19.5%,astar,0.30,18,19.31,Yes
47,Random,19.5%,astar_dynamic,0.10,12,12.49,Yes
48,Random,16.8%,astar,0.30,16,11.83,Yes
48,Random,16.8%,astar_dynamic,0.10,18,18.90,Yes
49,Random,15.8%,astar,0.30,41,13.83,Yes
49,Random,15.8%,astar_dynamic,0.20,29,14.66,Yes
50,Random,22.3%,astar,0.40,13,11.41,Yes
50,Random,22.3%,astar_dynamic,0.20,16,13.00,Yes
51,Random,19.8%,astar,0.50,52,25.31,Yes
51,Random,19.8%,astar_dynamic,0.10,14,10.83,Yes
52,Random,19.5%,astar,0.20,18,9.41,Yes
52,Random,19.5%,astar_dynamic,0.10,55,21.66,Yes
53,Random,22.3%,astar,0.30,41,14.66,Yes
53,Random,22.3%,astar_dynamic,0.10,21,19.07,Yes
54,Random,19.3%,astar,0.30,46,20.24,Yes
54,Random,19.3%,astar_dynamic,0.20,60,18.24,Yes
55,Random,21.0%,astar,0.10,10,9.41,Yes
55,Random,21.0%,astar_dynamic,0.10,12,9.83,Yes
56,Random,20.5%,astar,0.40,8,7.00,Yes
56,Random,20.5%,astar_dynamic,0.20,71,22.66,Yes
57,Random,18.0%,astar,0.30,17,16.49,Yes
57,Random,18.0%,astar_dynamic,0.10,12,11.83,Yes
58,Random,21.5%,astar,0.20,16,11.41,Yes
58,Random,21.5%,astar_dynamic,0.10,52,17.66,Yes
59,Random,18.5%,astar,0.30,37,17.24,Yes
59,Random,18.5%,astar_dynamic,0.10,63,16.83,Yes
60,Random,21.0%,astar,0.20,19,13.24,Yes
60,Random,21.0%,astar_dynamic,0.10,45,17.24,Yes
61,Random,27.5%,astar,0.20,33,16.83,Yes
61,Random,27.5%,astar_dynamic,0.00,41,20.90,Yes
62,Random,27.3%,astar,0.20,23,12.41,Yes
62,Random,27.3%,astar_dynamic,0.00,10,10.24,Yes
63,Random,29.8%,astar,0.20,10,0,No
63,Random,29.8%,astar_dynamic,0.10,10,0,No
64,Random,30.0%,astar,0.20,60,17.66,Yes
64,Random,30.0%,astar_dynamic,0.10,92,26.66,Yes
65,Random,31.5%,astar,0.70,258,0,No
65,Random,31.5%,astar_dynamic,0.40,258,0,No
66,Random,30.3%,astar,0.20,28,15.24,Yes
66,Random,30.3%,astar_dynamic,0.10,12,10.24,Yes
67,Random,30.0%,astar,0.20,33,12.41,Yes
67,Random,30.0%,astar_dynamic,0.10,24,15.00,Yes
68,Random,31.3%,astar,0.30,96,29.07,Yes
68,Random,31.3%,astar_dynamic,0.10,12,10.41,Yes
69,Random,27.5%,astar,0.20,38,16.90,Yes
69,Random,27.5%,astar_dynamic,0.50,57,17.83,Yes
70,Random,27.0%,astar,0.10,41,19.00,Yes
70,Random,27.0%,astar_dynamic,0.10,31,20.24,Yes
71,Random,32.3%,astar,0.20,125,35.90,Yes
71,Random,32.3%,astar_dynamic,0.20,31,17.83,Yes
72,Random,29.3%,astar,0.60,191,34.07,Yes
72,Random,29.3%,astar_dynamic,0.10,23,12.83,Yes
73,Random,31.3%,astar,0.50,261,0,No
73,Random,31.3%,astar_dynamic,0.10,141,46.07,Yes
74,Random,34.8%,astar,0.30,4,0,No
74,Random,34.8%,astar_dynamic,0.50,17,10.83,Yes
75,Random,30.0%,astar,0.40,35,24.24,Yes
75,Random,30.0%,astar_dynamic,0.50,108,37.66,Yes
76,Random,26.5%,astar,0.20,39,11.41,Yes
76,Random,26.5%,astar_dynamic,0.10,16,11.41,Yes
77,Random,30.5%,astar,0.20,16,14.24,Yes
77,Random,30.5%,astar_dynamic,0.00,18,16.66,Yes
78,Random,31.0%,astar,0.20,58,20.66,Yes
78,Random,31.0%,astar_dynamic,0.10,27,19.24,Yes
79,Random,26.5%,astar,0.40,31,15.41,Yes
79,Random,26.5%,astar_dynamic,0.20,26,16.66,Yes
80,Random,30.3%,astar,0.40,61,16.83,Yes
80,Random,30.3%,astar_dynamic,0.30,34,22.07,Yes
81,Random,28.5%,astar,0.40,23,15.24,Yes
81,Random,28.5%,astar_dynamic,0.30,56,20.24,Yes
82,Random,27.5%,astar,0.20,24,15.83,Yes
82,Random,27.5%,astar_dynamic,0.20,71,29.24,Yes
83,Random,31.5%,astar,0.50,224,0,No
83,Random,31.5%,astar_dynamic,0.30,224,0,No
84,Random,27.3%,astar,0.20,31,17.24,Yes
84,Random,27.3%,astar_dynamic,0.10,22,19.49,Yes
85,Random,33.3%,astar,0.10,41,20.49,Yes
85,Random,33.3%,astar_dynamic,0.30,58,24.66,Yes
86,Random,26.8%,astar,0.20,15,11.00,Yes
86,Random,26.8%,astar_dynamic,0.30,9,8.66,Yes
87,Random,29.8%,astar,0.30,22,14.83,Yes
87,Random,29.8%,astar_dynamic,0.10,21,11.41,Yes
88,Random,29.8%,astar,0.20,35,18.24,Yes
88,Random,29.8%,astar_dynamic,0.10,67,15.83,Yes
89,Random,33.5%,astar,0.20,31,15.00,Yes
89,Random,33.5%,astar_dynamic,0.10,17,9.66,Yes
90,Random,26.3%,astar,0.50,17,14.66,Yes
90,Random,26.3%,astar_dynamic,0.20,24,10.24,Yes
91,Random,27.0%,astar,0.20,23,17.66,Yes
91,Random,27.0%,astar_dynamic,0.10,38,18.83,Yes
92,Random,36.0%,astar,0.20,15,11.00,Yes
92,Random,36.0%,astar_dynamic,0.10,16,13.24,Yes
93,Random,29.5%,astar,0.20,18,16.66,Yes
93,Random,29.5%,astar_dynamic,0.00,10,0,No
94,Random,31.8%,astar,0.30,67,20.83,Yes
94,Random,31.8%,astar_dynamic,0.30,20,12.24,Yes
95,Random,28.0%,astar,0.70,284,0,No
95,Random,28.0%,astar_dynamic,0.10,36,16.83,Yes
96,Random,30.8%,astar,0.10,38,16.83,Yes
96,Random,30.8%,astar_dynamic,0.20,13,10.83,Yes
97,Random,30.3%,astar,0.30,85,24.66,Yes
97,Random,30.3%,astar_dynamic,0.10,6,0,No
98,Random,29.5%,astar,0.20,25,11.41,Yes
98,Random,29.5%,astar_dynamic,0.20,29,12.83,Yes
99,Random,32.3%,astar,0.40,101,25.83,Yes
99,Random,32.3%,astar_dynamic,0.20,73,23.83,Yes
100,Random,25.0%,astar,0.10,23,15.07,Yes
100,Random,25.0%,astar_dynamic,0.00,13,14.07,Yes
101,Random,32.5%,astar,0.20,76,24.49,Yes
101,Random,32.5%,astar_dynamic,1.10,243,0,No
102,Random,32.0%,astar,0.40,25,13.83,Yes
102,Random,32.0%,astar_dynamic,0.10,33,19.83,Yes
103,Random,32.3%,astar,0.20,61,24.07,Yes
103,Random,32.3%,astar_dynamic,0.10,11,10.00,Yes
104,Random,28.2%,astar,0.20,66,23.24,Yes
104,Random,28.2%,astar_dynamic,0.20,15,10.83,Yes
105,Random,27.8%,astar,0.10,30,14.66,Yes
105,Random,27.8%,astar_dynamic,0.10,30,10.83,Yes
106,Random,32.0%,astar,0.20,25,17.41,Yes
106,Random,32.0%,astar_dynamic,0.10,19,15.24,Yes
107,Random,29.5%,astar,0.30,26,18.66,Yes
107,Random,29.5%,astar_dynamic,0.10,1,0,No
108,Random,28.5%,astar,0.50,76,26.66,Yes
108,Random,28.5%,astar_dynamic,0.20,63,19.83,Yes
109,Random,30.0%,astar,4.10,228,0,No
109,Random,30.0%,astar_dynamic,0.00,12,11.24,Yes
110,Random,27.8%,astar,0.50,164,26.66,Yes
110,Random,27.8%,astar_dynamic,0.20,60,23.66,Yes
111,Random,28.7%,astar,0.20,7,8.07,Yes
111,Random,28.7%,astar_dynamic,0.20,27,13.07,Yes
112,Random,27.3%,astar,0.10,60,21.66,Yes
112,Random,27.3%,astar_dynamic,0.10,26,10.83,Yes
113,Random,29.8%,astar,0.10,25,12.83,Yes
113,Random,29.8%,astar_dynamic,0.10,41,16.66,Yes
114,Random,32.3%,astar,0.10,69,24.66,Yes
114,Random,32.3%,astar_dynamic,0.10,13,11.66,Yes
115,Random,30.5%,astar,0.10,16,10.83,Yes
115,Random,30.5%,astar_dynamic,0.10,56,18.49,Yes
116,Random,32.5%,astar,0.40,197,0,No
116,Random,32.5%,astar_dynamic,0.10,23,0,No
117,Random,31.3%,astar,0.10,18,13.41,Yes
117,Random,31.3%,astar_dynamic,0.20,32,19.49,Yes
118,Random,27.3%,astar,0.30,103,37.07,Yes
118,Random,27.3%,astar_dynamic,0.10,13,8.24,Yes
119,Random,28.0%,astar,1.30,112,21.66,Yes
119,Random,28.0%,astar_dynamic,0.00,56,17.83,Yes
120,Random,33.0%,astar,0.10,58,29.07,Yes
120,Random,33.0%,astar_dynamic,0.40,251,0,No
121,Random,40.5%,astar,0.30,45,0,No
121,Random,40.5%,astar_dynamic,0.10,83,0,No
122,Random,43.3%,astar,0.30,52,28.24,Yes
122,Random,43.3%,astar_dynamic,0.00,41,20.41,Yes
123,Random,43.8%,astar,0.20,41,14.41,Yes
123,Random,43.8%,astar_dynamic,0.10,13,11.66,Yes
124,Random,37.8%,astar,0.30,141,0,No
124,Random,37.8%,astar_dynamic,0.10,141,0,No
125,Random,41.3%,astar,0.50,66,0,No
125,Random,41.3%,astar_dynamic,0.00,66,0,No
126,Random,45.0%,astar,0.40,98,0,No
126,Random,45.0%,astar_dynamic,0.10,6,0,No
127,Random,46.8%,astar,0.20,31,0,No
127,Random,46.8%,astar_dynamic,0.30,31,0,No
128,Random,39.3%,astar,0.10,63,0,No
128,Random,39.3%,astar_dynamic,0.10,63,0,No
129,Random,43.5%,astar,0.20,91,0,No
129,Random,43.5%,astar_dynamic,0.00,91,0,No
130,Random,39.8%,astar,0.20,1,0,No
130,Random,39.8%,astar_dynamic,0.20,159,0,No
131,Random,39.8%,astar,0.40,160,33.07,Yes
131,Random,39.8%,astar_dynamic,0.10,10,0,No
132,Random,42.5%,astar,0.10,113,0,No
132,Random,42.5%,astar_dynamic,0.00,18,13.83,Yes
133,Random,39.0%,astar,0.50,168,0,No
133,Random,39.0%,astar_dynamic,0.00,1,0,No
134,Random,43.3%,astar,0.10,6,0,No
134,Random,43.3%,astar_dynamic,0.00,19,13.41,Yes
135,Random,39.5%,astar,0.10,10,0,No
135,Random,39.5%,astar_dynamic,0.10,32,0,No
136,Random,37.0%,astar,0.30,75,23.90,Yes
136,Random,37.0%,astar_dynamic,0.20,38,15.83,Yes
137,Random,40.8%,astar,0.20,5,0,No
137,Random,40.8%,astar_dynamic,0.20,53,21.24,Yes
138,Random,43.5%,astar,0.80,53,24.83,Yes
138,Random,43.5%,astar_dynamic,0.40,135,35.24,Yes
139,Random,44.3%,astar,0.20,25,14.83,Yes
139,Random,44.3%,astar_dynamic,0.20,13,0,No
140,Random,39.5%,astar,0.20,23,0,No
140,Random,39.5%,astar_dynamic,0.10,15,0,No
141,Random,41.0%,astar,0.80,103,0,No
141,Random,41.0%,astar_dynamic,0.10,33,16.83,Yes
142,Random,39.8%,astar,0.50,9,0,No
142,Random,39.8%,astar_dynamic,0.10,3,0,No
143,Random,42.0%,astar,0.50,108,0,No
143,Random,42.0%,astar_dynamic,0.20,18,10.83,Yes
144,Random,41.5%,astar,0.10,37,0,No
144,Random,41.5%,astar_dynamic,0.10,84,0,No
145,Random,39.3%,astar,0.70,195,0,No
145,Random,39.3%,astar_dynamic,0.50,195,0,No
146,Random,42.0%,astar,0.30,81,0,No
146,Random,42.0%,astar_dynamic,0.20,51,0,No
147,Random,36.8%,astar,0.30,103,41.66,Yes
147,Random,36.8%,astar_dynamic,0.50,129,56.66,Yes
148,Random,36.5%,astar,0.50,119,28.07,Yes
148,Random,36.5%,astar_dynamic,0.20,42,16.24,Yes
149,Random,40.3%,astar,0.10,38,18.83,Yes
149,Random,40.3%,astar_dynamic,0.10,34,15.00,Yes
150,Random,46.0%,astar,0.10,6,0,No
150,Random,46.0%,astar_dynamic,0.20,13,9.41,Yes
151,Random,37.5%,astar,0.30,163,0,No
151,Random,37.5%,astar_dynamic,0.20,34,16.00,Yes
152,Random,38.3%,astar,0.30,57,20.41,Yes
152,Random,38.3%,astar_dynamic,0.30,29,17.83,Yes
153,Random,42.3%,astar,0.90,73,0,No
153,Random,42.3%,astar_dynamic,0.20,37,0,No
154,Random,40.0%,astar,0.80,35,21.83,Yes
154,Random,40.0%,astar_dynamic,0.30,78,28.66,Yes
155,Random,45.5%,astar,0.40,131,0,No
155,Random,45.5%,astar_dynamic,0.20,38,18.24,Yes
156,Random,43.0%,astar,0.50,15,0,No
156,Random,43.0%,astar_dynamic,0.10,22,0,No
157,Random,39.3%,astar,0.20,7,0,No
157,Random,39.3%,astar_dynamic,0.10,29,0,No
158,Random,41.0%,astar,0.00,41,0,No
158,Random,41.0%,astar_dynamic,0.00,5,0,No
159,Random,40.3%,astar,0.30,38,15.83,Yes
159,Random,40.3%,astar_dynamic,0.30,143,0,No
160,Random,41.8%,astar,0.60,141,0,No
160,Random,41.8%,astar_dynamic,0.10,28,0,No
161,Random,40.3%,astar,0.80,12,11.41,Yes
161,Random,40.3%,astar_dynamic,0.10,3,0,No
162,Random,42.3%,astar,0.10,19,16.83,Yes
162,Random,42.3%,astar_dynamic,0.10,14,0,No
163,Random,35.8%,astar,0.20,25,18.83,Yes
163,Random,35.8%,astar_dynamic,0.20,5,0,No
164,Random,40.8%,astar,0.80,191,0,No
164,Random,40.8%,astar_dynamic,0.00,60,20.41,Yes
165,Random,41.0%,astar,0.20,5,0,No
165,Random,41.0%,astar_dynamic,0.30,9,8.24,Yes
166,Random,39.8%,astar,0.40,5,0,No
166,Random,39.8%,astar_dynamic,0.20,41,0,No
167,Random,36.8%,astar,0.80,96,27.07,Yes
167,Random,36.8%,astar_dynamic,0.10,17,13.83,Yes
168,Random,39.8%,astar,1.60,35,17.83,Yes
168,Random,39.8%,astar_dynamic,0.30,63,18.83,Yes
169,Random,40.3%,astar,0.40,140,0,No
169,Random,40.3%,astar_dynamic,0.20,49,0,No
170,Random,41.8%,astar,0.30,4,0,No
170,Random,41.8%,astar_dynamic,0.10,19,0,No
171,Random,45.0%,astar,0.20,52,0,No
171,Random,45.0%,astar_dynamic,0.20,22,0,No
172,Random,44.8%,astar,0.10,11,10.00,Yes
172,Random,44.8%,astar_dynamic,0.20,31,0,No
173,Random,42.5%,astar,0.10,21,0,No
173,Random,42.5%,astar_dynamic,0.20,18,0,No
174,Random,40.3%,astar,0.10,12,0,No
174,Random,40.3%,astar_dynamic,0.30,6,0,No
175,Random,41.8%,astar,0.50,45,0,No
175,Random,41.8%,astar_dynamic,0.20,16,0,No
176,Random,42.3%,astar,0.20,1,0,No
176,Random,42.3%,astar_dynamic,0.10,11,10.83,Yes
177,Random,36.8%,astar,0.50,12,10.00,Yes
177,Random,36.8%,astar_dynamic,0.20,53,16.83,Yes
178,Random,39.3%,astar,0.20,45,0,No
178,Random,39.3%,astar_dynamic,0.60,67,0,No
179,Random,38.0%,astar,0.40,30,24.24,Yes
179,Random,38.0%,astar_dynamic,0.10,52,17.66,Yes
180,Random,40.0%,astar,0.40,172,0,No
180,Random,40.0%,astar_dynamic,0.30,172,0,No
181,Maze,43.0%,astar,0.30,67,22.83,Yes
181,Maze,43.0%,astar_dynamic,0.20,50,20.41,Yes
182,Maze,42.3%,astar,0.10,27,14.00,Yes
182,Maze,42.3%,astar_dynamic,0.50,128,33.00,Yes
183,Maze,43.0%,astar,0.10,17,13.41,Yes
183,Maze,43.0%,astar_dynamic,0.00,32,20.00,Yes
184,Maze,42.5%,astar,0.50,91,32.24,Yes
184,Maze,42.5%,astar_dynamic,0.20,115,33.00,Yes
185,Maze,44.8%,astar,0.70,144,37.00,Yes
185,Maze,44.8%,astar_dynamic,0.20,103,31.00,Yes
186,Maze,45.3%,astar,0.10,92,30.00,Yes
186,Maze,45.3%,astar_dynamic,0.10,30,17.00,Yes
187,Maze,42.0%,astar,0.20,122,37.41,Yes
187,Maze,42.0%,astar_dynamic,0.20,42,20.41,Yes
188,Maze,43.5%,astar,0.40,31,14.41,Yes
188,Maze,43.5%,astar_dynamic,0.20,146,59.00,Yes
189,Maze,43.0%,astar,0.30,78,27.41,Yes
189,Maze,43.0%,astar_dynamic,0.30,142,50.00,Yes
190,Maze,44.8%,astar,0.10,12,11.00,Yes
190,Maze,44.8%,astar_dynamic,0.20,153,45.41,Yes
191,Maze,42.8%,astar,0.20,72,22.00,Yes
191,Maze,42.8%,astar_dynamic,0.00,24,13.41,Yes
192,Maze,41.5%,astar,0.30,130,41.83,Yes
192,Maze,41.5%,astar_dynamic,0.20,136,44.00,Yes
193,Maze,42.3%,astar,0.40,187,56.83,Yes
193,Maze,42.3%,astar_dynamic,0.30,162,40.41,Yes
194,Maze,42.5%,astar,0.30,41,16.00,Yes
194,Maze,42.5%,astar_dynamic,0.10,82,38.00,Yes
195,Maze,43.5%,astar,0.30,63,28.41,Yes
195,Maze,43.5%,astar_dynamic,0.20,33,17.41,Yes
196,Maze,43.5%,astar,0.20,27,16.41,Yes
196,Maze,43.5%,astar_dynamic,0.20,98,39.41,Yes
197,Maze,44.5%,astar,0.30,131,32.41,Yes
197,Maze,44.5%,astar_dynamic,0.30,109,26.83,Yes
198,Maze,43.8%,astar,0.40,179,53.41,Yes
198,Maze,43.8%,astar_dynamic,0.20,21,14.00,Yes
199,Maze,44.0%,astar,0.40,117,29.00,Yes
199,Maze,44.0%,astar_dynamic,0.20,182,51.83,Yes
200,Maze,43.0%,astar,0.20,39,19.00,Yes
200,Maze,43.0%,astar_dynamic,0.20,52,22.00,Yes
201,Maze,41.5%,astar,0.10,23,14.41,Yes
201,Maze,41.5%,astar_dynamic,1.30,182,42.41,Yes
202,Maze,43.0%,astar,0.20,42,21.00,Yes
202,Maze,43.0%,astar_dynamic,0.10,41,20.41,Yes
203,Maze,43.5%,astar,0.10,24,16.00,Yes
203,Maze,43.5%,astar_dynamic,0.30,194,45.41,Yes
204,Maze,42.5%,astar,0.20,29,14.00,Yes
204,Maze,42.5%,astar_dynamic,0.20,97,33.00,Yes
205,Maze,42.0%,astar,0.40,73,21.41,Yes
205,Maze,42.0%,astar_dynamic,0.30,99,29.83,Yes
206,Maze,44.0%,astar,0.20,55,22.41,Yes
206,Maze,44.0%,astar_dynamic,0.30,95,31.41,Yes
207,Maze,42.3%,astar,0.30,111,34.41,Yes
207,Maze,42.3%,astar_dynamic,0.30,96,25.41,Yes
208,Maze,43.8%,astar,0.40,29,19.41,Yes
208,Maze,43.8%,astar_dynamic,0.10,33,18.00,Yes
209,Maze,41.0%,astar,0.20,62,26.83,Yes
209,Maze,41.0%,astar_dynamic,0.30,72,37.00,Yes
210,Maze,42.8%,astar,0.30,202,90.00,Yes
210,Maze,42.8%,astar_dynamic,0.20,119,61.00,Yes
211,Maze,43.8%,astar,0.20,85,30.24,Yes
211,Maze,43.8%,astar_dynamic,0.10,15,12.00,Yes
212,Maze,43.5%,astar,0.20,78,29.41,Yes
212,Maze,43.5%,astar_dynamic,0.20,27,17.41,Yes
213,Maze,41.0%,astar,0.20,59,19.41,Yes
213,Maze,41.0%,astar_dynamic,0.10,33,18.66,Yes
214,Maze,43.0%,astar,0.20,55,29.00,Yes
214,Maze,43.0%,astar_dynamic,0.00,44,23.00,Yes
215,Maze,42.0%,astar,0.40,79,22.83,Yes
215,Maze,42.0%,astar_dynamic,0.10,91,26.00,Yes
216,Maze,43.5%,astar,0.10,72,20.00,Yes
216,Maze,43.5%,astar_dynamic,0.20,87,33.41,Yes
217,Maze,44.8%,astar,0.20,100,44.83,Yes
217,Maze,44.8%,astar_dynamic,0.10,148,39.83,Yes
218,Maze,42.8%,astar,0.30,118,34.00,Yes
218,Maze,42.8%,astar_dynamic,0.10,81,30.41,Yes
219,Maze,43.0%,astar,0.20,158,63.41,Yes
219,Maze,43.0%,astar_dynamic,0.60,169,49.00,Yes
220,Maze,43.3%,astar,0.20,52,17.00,Yes
220,Maze,43.3%,astar_dynamic,0.30,74,22.00,Yes
221,Maze,43.8%,astar,0.10,41,18.41,Yes
221,Maze,43.8%,astar_dynamic,0.20,96,36.83,Yes
222,Maze,44.8%,astar,0.40,121,43.00,Yes
222,Maze,44.8%,astar_dynamic,0.20,79,37.00,Yes
223,Maze,44.0%,astar,0.30,99,30.41,Yes
223,Maze,44.0%,astar_dynamic,0.00,27,14.00,Yes
224,Maze,44.5%,astar,0.30,65,39.83,Yes
224,Maze,44.5%,astar_dynamic,0.10,68,25.41,Yes
225,Maze,44.5%,astar,0.70,191,63.00,Yes
225,Maze,44.5%,astar_dynamic,0.10,19,13.00,Yes
226,Maze,44.0%,astar,0.20,33,16.41,Yes
226,Maze,44.0%,astar_dynamic,0.20,135,34.00,Yes
227,Maze,44.5%,astar,0.10,11,10.00,Yes
227,Maze,44.5%,astar_dynamic,0.30,90,28.83,Yes
228,Maze,43.5%,astar,0.20,60,23.83,Yes
228,Maze,43.5%,astar_dynamic,0.20,110,44.00,Yes
229,Maze,44.5%,astar,0.60,96,40.00,Yes
229,Maze,44.5%,astar_dynamic,0.40,37,22.00,Yes
230,Maze,43.5%,astar,0.20,75,30.00,Yes
230,Maze,43.5%,astar_dynamic,0.30,126,32.00,Yes
231,Maze,44.5%,astar,0.20,46,19.83,Yes
231,Maze,44.5%,astar_dynamic,0.10,96,51.24,Yes
232,Maze,42.5%,astar,0.10,58,22.83,Yes
232,Maze,42.5%,astar_dynamic,0.50,217,60.66,Yes
233,Maze,43.8%,astar,0.10,12,11.00,Yes
233,Maze,43.8%,astar_dynamic,0.10,22,21.41,Yes
234,Maze,44.5%,astar,0.30,110,41.00,Yes
234,Maze,44.5%,astar_dynamic,0.10,66,29.00,Yes
235,Maze,43.0%,astar,0.10,31,16.83,Yes
235,Maze,43.0%,astar_dynamic,0.20,122,43.24,Yes
236,Maze,43.5%,astar,0.20,12,9.41,Yes
236,Maze,43.5%,astar_dynamic,0.00,14,9.83,Yes
237,Maze,43.0%,astar,0.30,115,33.83,Yes
237,Maze,43.0%,astar_dynamic,0.10,23,16.41,Yes
238,Maze,44.8%,astar,0.20,42,16.00,Yes
238,Maze,44.8%,astar_dynamic,0.10,37,24.00,Yes
239,Maze,43.8%,astar,0.20,139,52.41,Yes
239,Maze,43.8%,astar_dynamic,0.10,79,32.41,Yes
240,Maze,43.0%,astar,0.30,19,10.00,Yes
240,Maze,43.0%,astar_dynamic,0.10,22,12.83,Yes
241,Maze,44.5%,astar,0.40,16,13.00,Yes
