Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
508,Clustered,42.0%,ml,0.20,34,12.00,Yes
509,Clustered,38.0%,astar,0.40,162,0,No
509,Clustered,38.0%,ml,0.30,67,27.49,Yes
510,Clustered,29.5%,astar,0.20,72,20.90,Yes
510,Clustered,29.5%,ml,0.20,29,17.66,Yes
511,Clustered,32.5%,astar,0.20,17,14.90,Yes
511,Clustered,32.5%,ml,0.00,14,8.83,Yes
512,Clustered,45.3%,astar,0.10,58,19.66,Yes
512,Clustered,45.3%,ml,0.10,40,21.66,Yes
513,Clustered,36.5%,astar,0.20,14,12.24,Yes
513,Clustered,36.5%,ml,0.10,20,13.41,Yes
514,Clustered,31.8%,astar,0.30,23,11.83,Yes
514,Clustered,31.8%,ml,0.10,3,0,No
515,Clustered,50.0%,astar,0.20,4,0,No
515,Clustered,50.0%,ml,0.20,70,0,No
516,Clustered,44.0%,astar,0.20,45,0,No
516,Clustered,44.0%,ml,0.10,62,0,No
517,Clustered,35.0%,astar,0.30,9,9.66,Yes
517,Clustered,35.0%,ml,0.20,27,12.83,Yes
518,Clustered,30.3%,astar,0.10,9,7.41,Yes
518,Clustered,30.3%,ml,0.20,13,12.24,Yes
519,Clustered,42.0%,astar,0.10,48,17.41,Yes
519,Clustered,42.0%,ml,0.20,66,24.49,Yes
520,Clustered,34.5%,astar,0.50,248,0,No
520,Clustered,34.5%,ml,0.10,10,9.66,Yes
521,Clustered,31.5%,astar,0.20,24,12.41,Yes
521,Clustered,31.5%,ml,0.40,163,34.07,Yes
522,Clustered,32.8%,astar,0.30,57,23.49,Yes
522,Clustered,32.8%,ml,0.10,35,16.41,Yes
523,Clustered,35.0%,astar,0.20,15,0,No
523,Clustered,35.0%,ml,0.10,44,15.41,Yes
524,Clustered,35.3%,astar,0.20,14,15.07,Yes
524,Clustered,35.3%,ml,0.30,140,35.90,Yes
525,Clustered,40.5%,astar,0.20,5,0,No
525,Clustered,40.5%,ml,0.20,1,0,No
526,Clustered,36.0%,astar,0.10,41,23.66,Yes
526,Clustered,36.0%,ml,0.10,28,16.24,Yes
527,Clustered,40.5%,astar,0.20,60,23.41,Yes
527,Clustered,40.5%,ml,0.10,12,8.41,Yes
528,Clustered,40.3%,astar,0.20,38,15.41,Yes
528,Clustered,40.3%,ml,0.30,173,31.49,Yes
529,Clustered,46.0%,astar,0.00,14,11.24,Yes
529,Clustered,46.0%,ml,0.10,1,0,No
530,Clustered,40.5%,astar,0.20,24,0,No
530,Clustered,40.5%,ml,0.20,77,30.07,Yes
531,Clustered,44.5%,astar,0.20,20,13.83,Yes
531,Clustered,44.5%,ml,0.30,196,0,No
532,Clustered,43.0%,astar,0.30,86,22.83,Yes
532,Clustered,43.0%,ml,0.20,84,20.24,Yes
533,Clustered,47.5%,astar,0.10,36,0,No
533,Clustered,47.5%,ml,0.20,36,0,No
534,Clustered,33.3%,astar,0.20,10,8.24,Yes
534,Clustered,33.3%,ml,0.20,79,35.49,Yes
535,Clustered,32.8%,astar,1.10,31,18.83,Yes
535,Clustered,32.8%,ml,0.30,54,15.41,Yes
536,Clustered,33.5%,astar,0.20,17,16.83,Yes
536,Clustered,33.5%,ml,0.10,8,8.24,Yes
537,Clustered,39.0%,astar,0.60,189,0,No
537,Clustered,39.0%,ml,0.40,189,0,No
538,Clustered,44.5%,astar,0.30,26,0,No
538,Clustered,44.5%,ml,0.30,49,0,No
539,Clustered,40.0%,astar,0.20,62,0,No
539,Clustered,40.0%,ml,0.20,62,0,No
540,Clustered,35.3%,astar,0.30,31,15.41,Yes
540,Clustered,35.3%,ml,0.40,229,0,No
541,Mixed,13.3%,astar,0.30,8,7.41,Yes
541,Mixed,13.3%,ml,0.10,12,14.31,Yes
542,Mixed,22.3%,astar,0.30,25,22.90,Yes
542,Mixed,22.3%,ml,0.30,20,15.66,Yes
543,Mixed,12.3%,astar,0.20,29,12.00,Yes
543,Mixed,12.3%,ml,0.30,33,20.49,Yes
544,Mixed,16.0%,astar,0.10,12,10.66,Yes
544,Mixed,16.0%,ml,0.30,10,11.90,Yes
545,Mixed,23.5%,astar,0.30,39,13.41,Yes
545,Mixed,23.5%,ml,0.20,14,9.41,Yes
546,Mixed,16.8%,astar,0.20,14,10.41,Yes
546,Mixed,16.8%,ml,0.20,12,12.07,Yes
547,Mixed,19.0%,astar,0.20,11,9.83,Yes
547,Mixed,19.0%,ml,0.20,22,17.66,Yes
548,Mixed,17.3%,astar,0.30,16,15.24,Yes
548,Mixed,17.3%,ml,0.30,59,22.66,Yes
549,Mixed,18.5%,astar,0.30,11,10.83,Yes
549,Mixed,18.5%,ml,0.20,33,24.49,Yes
550,Mixed,22.5%,astar,0.30,28,18.83,Yes
550,Mixed,22.5%,ml,0.10,12,11.24,Yes
551,Mixed,18.0%,astar,0.20,11,8.83,Yes
551,Mixed,18.0%,ml,0.10,19,13.00,Yes
552,Mixed,18.8%,astar,0.10,14,9.00,Yes
552,Mixed,18.8%,ml,0.20,11,11.07,Yes
553,Mixed,16.5%,astar,0.20,21,19.83,Yes
553,Mixed,16.5%,ml,0.30,13,9.24,Yes
554,Mixed,22.3%,astar,0.20,11,10.41,Yes
554,Mixed,22.3%,ml,0.70,275,0,No
555,Mixed,16.3%,astar,0.10,8,9.07,Yes
555,Mixed,16.3%,ml,0.20,20,11.24,Yes
556,Mixed,19.5%,astar,0.20,15,13.66,Yes
556,Mixed,19.5%,ml,0.30,19,21.73,Yes
557,Mixed,17.0%,astar,0.30,47,17.90,Yes
557,Mixed,17.0%,ml,0.20,15,12.66,Yes
558,Mixed,20.8%,astar,0.20,42,16.66,Yes
558,Mixed,20.8%,ml,0.20,24,16.83,Yes
559,Mixed,25.3%,astar,0.50,23,10.83,Yes
559,Mixed,25.3%,ml,0.50,283,0,No
560,Mixed,20.3%,astar,0.20,38,17.24,Yes
560,Mixed,20.3%,ml,0.30,82,17.90,Yes
561,Mixed,19.0%,astar,0.20,17,10.66,Yes
561,Mixed,19.0%,ml,0.20,16,12.24,Yes
562,Mixed,18.8%,astar,0.20,13,8.83,Yes
562,Mixed,18.8%,ml,0.30,10,10.66,Yes
563,Mixed,24.8%,astar,0.20,21,10.41,Yes
563,Mixed,24.8%,ml,0.10,11,11.07,Yes
564,Mixed,20.3%,astar,0.20,20,12.83,Yes
564,Mixed,20.3%,ml,0.10,12,11.41,Yes
565,Mixed,15.5%,astar,0.30,35,16.41,Yes
565,Mixed,15.5%,ml,0.30,59,17.66,Yes
566,Mixed,28.0%,astar,0.20,2,0,No
566,Mixed,28.0%,ml,0.20,11,13.31,Yes
567,Mixed,20.8%,astar,0.30,15,15.49,Yes
567,Mixed,20.8%,ml,0.30,44,20.66,Yes
568,Mixed,13.3%,astar,0.20,17,16.49,Yes
568,Mixed,13.3%,ml,0.30,18,14.83,Yes
569,Mixed,19.5%,astar,0.00,15,14.66,Yes
569,Mixed,19.5%,ml,0.10,27,15.07,Yes
570,Mixed,24.5%,astar,0.20,28,14.24,Yes
570,Mixed,24.5%,ml,0.10,8,7.41,Yes
571,Mixed,16.0%,astar,0.20,21,14.24,Yes
571,Mixed,16.0%,ml,0.20,15,10.83,Yes
572,Mixed,17.0%,astar,0.10,40,17.66,Yes
572,Mixed,17.0%,ml,0.40,27,21.90,Yes
573,Mixed,18.5%,astar,0.50,317,0,No
573,Mixed,18.5%,ml,0.10,18,13.83,Yes
574,Mixed,24.5%,astar,0.10,11,11.24,Yes
574,Mixed,24.5%,ml,0.10,17,11.83,Yes
575,Mixed,19.8%,astar,0.20,23,15.24,Yes
575,Mixed,19.8%,ml,0.10,17,15.07,Yes
576,Mixed,14.0%,astar,0.20,24,16.24,Yes
576,Mixed,14.0%,ml,0.20,14,16.73,Yes
577,Mixed,16.5%,astar,0.20,22,13.83,Yes
577,Mixed,16.5%,ml,0.20,32,12.07,Yes
578,Mixed,19.3%,astar,0.30,16,16.90,Yes
578,Mixed,19.3%,ml,0.20,12,12.66,Yes
579,Mixed,26.3%,astar,0.20,34,18.83,Yes
579,Mixed,26.3%,ml,0.10,25,12.24,Yes
580,Mixed,20.5%,astar,0.40,116,25.07,Yes
580,Mixed,20.5%,ml,0.20,64,17.07,Yes
581,Mixed,17.8%,astar,0.10,26,12.66,Yes
581,Mixed,17.8%,ml,0.10,17,15.49,Yes
582,Mixed,18.5%,astar,0.20,25,13.24,Yes
582,Mixed,18.5%,ml,0.20,30,16.83,Yes
583,Mixed,15.0%,astar,0.20,36,16.83,Yes
583,Mixed,15.0%,ml,0.10,15,11.83,Yes
584,Mixed,15.8%,astar,0.30,8,7.83,Yes
584,Mixed,15.8%,ml,0.20,25,10.41,Yes
585,Mixed,27.0%,astar,0.50,176,27.14,Yes
585,Mixed,27.0%,ml,0.30,19,16.49,Yes
586,Mixed,11.0%,astar,0.20,9,8.83,Yes
586,Mixed,11.0%,ml,0.10,9,8.00,Yes
587,Mixed,20.3%,astar,0.30,9,8.66,Yes
587,Mixed,20.3%,ml,0.10,30,17.24,Yes
588,Mixed,22.0%,astar,0.20,31,20.66,Yes
588,Mixed,22.0%,ml,0.20,29,14.83,Yes
589,Mixed,16.0%,astar,0.30,25,16.66,Yes
589,Mixed,16.0%,ml,0.20,12,10.83,Yes
590,Mixed,23.0%,astar,0.70,63,21.66,Yes
590,Mixed,23.0%,ml,0.30,91,25.90,Yes
591,Mixed,10.8%,astar,0.10,15,9.83,Yes
591,Mixed,10.8%,ml,0.10,21,15.66,Yes
592,Mixed,18.8%,astar,0.20,8,8.24,Yes
592,Mixed,18.8%,ml,0.10,11,10.41,Yes
593,Mixed,18.8%,astar,0.30,31,14.07,Yes
593,Mixed,18.8%,ml,0.20,11,8.83,Yes
594,Mixed,13.8%,astar,0.20,11,12.49,Yes
594,Mixed,13.8%,ml,0.20,19,23.38,Yes
595,Mixed,16.0%,astar,0.30,26,26.31,Yes
595,Mixed,16.0%,ml,0.20,18,14.07,Yes
596,Mixed,15.0%,astar,0.10,15,8.83,Yes
596,Mixed,15.0%,ml,0.20,25,12.24,Yes
597,Mixed,21.5%,astar,0.20,20,13.00,Yes
597,Mixed,21.5%,ml,0.20,17,11.41,Yes
598,Mixed,20.8%,astar,0.40,31,14.66,Yes
598,Mixed,20.8%,ml,0.20,36,12.66,Yes
599,Mixed,15.8%,astar,0.10,23,13.41,Yes
599,Mixed,15.8%,ml,0.20,15,10.66,Yes
600,Mixed,22.0%,astar,0.20,45,22.66,Yes
600,Mixed,22.0%,ml,0.20,46,21.07,Yes
601,Mixed,23.0%,astar,0.20,22,13.24,Yes
601,Mixed,23.0%,ml,0.30,9,10.07,Yes
602,Mixed,24.3%,astar,0.20,15,14.83,Yes
602,Mixed,24.3%,ml,0.30,21,10.07,Yes
603,Mixed,24.3%,astar,0.10,15,14.24,Yes
603,Mixed,24.3%,ml,0.20,29,18.41,Yes
604,Mixed,30.5%,astar,0.20,11,11.24,Yes
604,Mixed,30.5%,ml,0.30,15,10.83,Yes
605,Mixed,27.0%,astar,0.20,34,15.41,Yes
605,Mixed,27.0%,ml,0.20,33,22.41,Yes
606,Mixed,37.3%,astar,0.20,16,10.83,Yes
606,Mixed,37.3%,ml,0.10,18,12.24,Yes
607,Mixed,18.0%,astar,0.20,18,16.07,Yes
607,Mixed,18.0%,ml,0.10,12,14.31,Yes
608,Mixed,30.8%,astar,0.30,49,14.66,Yes
608,Mixed,30.8%,ml,0.10,9,8.00,Yes
609,Mixed,25.3%,astar,0.20,23,13.24,Yes
609,Mixed,25.3%,ml,0.20,19,15.49,Yes
610,Mixed,28.2%,astar,0.10,22,14.83,Yes
610,Mixed,28.2%,ml,0.10,36,12.24,Yes
611,Mixed,25.3%,astar,0.10,10,9.83,Yes
611,Mixed,25.3%,ml,0.10,43,20.24,Yes
612,Mixed,29.0%,astar,0.30,12,12.24,Yes
612,Mixed,29.0%,ml,0.10,1,0,No
613,Mixed,30.3%,astar,0.50,34,18.66,Yes
613,Mixed,30.3%,ml,0.20,38,20.83,Yes
614,Mixed,26.5%,astar,0.60,287,0,No
614,Mixed,26.5%,ml,0.30,150,46.07,Yes
615,Mixed,25.5%,astar,0.10,40,24.31,Yes
615,Mixed,25.5%,ml,0.20,15,13.24,Yes
616,Mixed,31.3%,astar,0.50,211,0,No
616,Mixed,31.3%,ml,0.40,26,0,No
617,Mixed,30.8%,astar,0.30,14,9.00,Yes
617,Mixed,30.8%,ml,0.20,25,19.41,Yes
618,Mixed,27.3%,astar,0.20,47,13.83,Yes
618,Mixed,27.3%,ml,0.20,19,17.49,Yes
619,Mixed,30.0%,astar,0.20,30,14.49,Yes
619,Mixed,30.0%,ml,0.10,28,25.07,Yes
620,Mixed,21.3%,astar,0.10,10,10.24,Yes
620,Mixed,21.3%,ml,0.20,11,11.66,Yes
621,Mixed,28.2%,astar,0.20,10,8.83,Yes
621,Mixed,28.2%,ml,0.20,20,18.90,Yes
622,Mixed,23.3%,astar,0.10,14,12.83,Yes
622,Mixed,23.3%,ml,0.30,18,18.31,Yes
623,Mixed,27.5%,astar,0.30,47,21.66,Yes
623,Mixed,27.5%,ml,0.30,45,24.24,Yes
624,Mixed,30.5%,astar,0.20,27,11.83,Yes
624,Mixed,30.5%,ml,0.20,20,11.41,Yes
625,Mixed,35.0%,astar,0.40,15,15.24,Yes
625,Mixed,35.0%,ml,0.40,12,13.07,Yes
626,Mixed,40.5%,astar,0.10,4,0,No
626,Mixed,40.5%,ml,0.50,194,0,No
627,Mixed,27.3%,astar,0.50,255,0,No
627,Mixed,27.3%,ml,0.20,37,15.66,Yes
628,Mixed,15.3%,astar,0.20,13,12.00,Yes
628,Mixed,15.3%,ml,0.20,11,9.24,Yes
629,Mixed,24.8%,astar,0.30,12,8.83,Yes
629,Mixed,24.8%,ml,0.20,20,15.66,Yes
630,Mixed,24.8%,astar,0.20,40,15.66,Yes
630,Mixed,24.8%,ml,0.30,60,16.90,Yes
631,Mixed,26.3%,astar,0.20,13,10.41,Yes
631,Mixed,26.3%,ml,0.10,5,0,No
632,Mixed,19.3%,astar,0.20,18,12.24,Yes
632,Mixed,19.3%,ml,0.10,17,15.66,Yes
633,Mixed,21.5%,astar,0.20,12,12.66,Yes
633,Mixed,21.5%,ml,0.20,36,24.49,Yes
634,Mixed,17.8%,astar,0.10,14,15.07,Yes
634,Mixed,17.8%,ml,0.00,9,9.24,Yes
635,Mixed,22.0%,astar,0.20,10,11.49,Yes
635,Mixed,22.0%,ml,0.10,31,14.83,Yes
636,Mixed,17.3%,astar,0.10,8,7.00,Yes
636,Mixed,17.3%,ml,0.00,12,12.24,Yes
637,Mixed,23.0%,astar,0.30,20,11.83,Yes
637,Mixed,23.0%,ml,0.00,9,8.41,Yes
638,Mixed,24.8%,astar,0.20,18,15.24,Yes
638,Mixed,24.8%,ml,0.10,55,18.24,Yes
639,Mixed,19.5%,astar,0.20,24,15.66,Yes
639,Mixed,19.5%,ml,0.20,14,9.83,Yes
640,Mixed,28.7%,astar,0.10,11,10.83,Yes
640,Mixed,28.7%,ml,0.10,11,9.83,Yes
641,Mixed,19.8%,astar,0.20,14,13.41,Yes
641,Mixed,19.8%,ml,0.10,4,0,No
642,Mixed,29.3%,astar,0.20,10,9.83,Yes
642,Mixed,29.3%,ml,0.20,20,13.41,Yes
643,Mixed,26.0%,astar,0.40,18,17.49,Yes
643,Mixed,26.0%,ml,0.20,18,8.41,Yes
644,Mixed,24.3%,astar,0.30,104,22.07,Yes
644,Mixed,24.3%,ml,0.30,60,15.07,Yes
645,Mixed,20.0%,astar,0.80,318,0,No
645,Mixed,20.0%,ml,0.20,10,9.66,Yes
646,Mixed,31.8%,astar,0.10,5,0,No
646,Mixed,31.8%,ml,0.10,18,14.66,Yes
647,Mixed,30.5%,astar,0.20,38,16.83,Yes
647,Mixed,30.5%,ml,0.10,21,11.83,Yes
648,Mixed,27.3%,astar,0.30,38,14.66,Yes
648,Mixed,27.3%,ml,0.30,49,19.49,Yes
649,Mixed,25.3%,astar,0.20,26,22.73,Yes
649,Mixed,25.3%,ml,0.10,24,16.24,Yes
650,Mixed,31.5%,astar,0.10,9,0,No
650,Mixed,31.5%,ml,0.20,14,0,No
651,Mixed,25.0%,astar,0.20,7,7.66,Yes
651,Mixed,25.0%,ml,0.10,12,12.90,Yes
652,Mixed,19.5%,astar,0.30,38,11.83,Yes
652,Mixed,19.5%,ml,0.10,26,11.83,Yes
653,Mixed,24.8%,astar,0.20,55,15.24,Yes
653,Mixed,24.8%,ml,0.60,297,0,No
654,Mixed,40.5%,astar,0.30,20,0,No
654,Mixed,40.5%,ml,0.30,132,0,No
655,Mixed,19.3%,astar,0.20,8,7.00,Yes
655,Mixed,19.3%,ml,0.30,14,13.41,Yes
656,Mixed,24.3%,astar,0.30,21,14.24,Yes
656,Mixed,24.3%,ml,0.10,15,14.83,Yes
657,Mixed,21.8%,astar,0.10,9,9.24,Yes
657,Mixed,21.8%,ml,0.10,13,13.24,Yes
658,Mixed,33.3%,astar,0.30,9,8.83,Yes
658,Mixed,33.3%,ml,0.20,13,8.41,Yes
659,Mixed,22.5%,astar,0.20,9,8.41,Yes
659,Mixed,22.5%,ml,0.20,17,14.66,Yes
660,Mixed,17.5%,astar,0.20,10,8.83,Yes
660,Mixed,17.5%,ml,0.20,26,12.83,Yes
661,Mixed,33.0%,astar,0.20,21,21.07,Yes
661,Mixed,33.0%,ml,0.20,32,19.66,Yes
662,Mixed,34.0%,astar,0.10,5,0,No
662,Mixed,34.0%,ml,0.10,39,15.07,Yes
663,Mixed,32.3%,astar,0.20,7,7.66,Yes
663,Mixed,32.3%,ml,0.20,26,18.24,Yes
664,Mixed,29.8%,astar,0.20,13,10.83,Yes
664,Mixed,29.8%,ml,0.20,40,17.24,Yes
665,Mixed,44.5%,astar,0.30,9,9.24,Yes
665,Mixed,44.5%,ml,0.20,13,10.83,Yes
666,Mixed,31.3%,astar,0.20,15,13.66,Yes
666,Mixed,31.3%,ml,0.20,49,22.41,Yes
667,Mixed,31.5%,astar,0.30,13,11.24,Yes
667,Mixed,31.5%,ml,0.10,20,11.41,Yes
668,Mixed,33.3%,astar,0.20,93,21.83,Yes
668,Mixed,33.3%,ml,0.20,54,17.66,Yes
669,Mixed,34.3%,astar,0.10,22,12.00,Yes
669,Mixed,34.3%,ml,0.30,24,15.66,Yes
670,Mixed,35.5%,astar,0.20,34,14.83,Yes
670,Mixed,35.5%,ml,0.30,1,0,No
671,Mixed,34.5%,astar,0.20,38,24.24,Yes
671,Mixed,34.5%,ml,0.20,13,12.83,Yes
672,Mixed,32.3%,astar,0.30,43,19.83,Yes
672,Mixed,32.3%,ml,0.20,7,8.07,Yes
673,Mixed,43.8%,astar,0.10,13,0,No
673,Mixed,43.8%,ml,0.10,13,0,No
674,Mixed,34.8%,astar,0.20,23,23.31,Yes
674,Mixed,34.8%,ml,0.30,44,17.49,Yes
675,Mixed,27.0%,astar,0.20,20,12.41,Yes
675,Mixed,27.0%,ml,0.20,35,15.83,Yes
676,Mixed,44.0%,astar,0.20,4,0,No
676,Mixed,44.0%,ml,0.20,4,0,No
677,Mixed,36.8%,astar,0.20,77,23.24,Yes
677,Mixed,36.8%,ml,0.10,1,0,No
678,Mixed,34.3%,astar,0.10,32,16.66,Yes
678,Mixed,34.3%,ml,0.30,105,28.14,Yes
679,Mixed,36.3%,astar,0.20,38,18.83,Yes
679,Mixed,36.3%,ml,0.10,67,21.24,Yes
680,Mixed,33.8%,astar,0.10,9,8.66,Yes
680,Mixed,33.8%,ml,0.20,24,10.41,Yes
681,Mixed,37.8%,astar,0.20,13,12.83,Yes
681,Mixed,37.8%,ml,0.30,184,0,No
682,Mixed,32.5%,astar,0.30,105,25.66,Yes
682,Mixed,32.5%,ml,0.50,261,0,No
683,Mixed,31.5%,astar,0.20,14,8.83,Yes
683,Mixed,31.5%,ml,0.20,50,19.07,Yes
684,Mixed,32.0%,astar,0.20,19,14.24,Yes
684,Mixed,32.0%,ml,0.20,11,10.24,Yes
685,Mixed,34.0%,astar,0.20,66,18.24,Yes
685,Mixed,34.0%,ml,0.20,8,7.00,Yes
686,Mixed,30.5%,astar,0.40,252,0,No
686,Mixed,30.5%,ml,0.20,42,20.66,Yes
687,Mixed,33.8%,astar,0.20,27,17.24,Yes
687,Mixed,33.8%,ml,0.20,27,15.90,Yes
688,Mixed,33.3%,astar,0.60,103,31.90,Yes
688,Mixed,33.3%,ml,0.40,119,35.49,Yes
689,Mixed,26.0%,astar,0.20,27,13.83,Yes
689,Mixed,26.0%,ml,0.20,33,10.66,Yes
690,Mixed,23.8%,astar,0.10,9,9.66,Yes
690,Mixed,23.8%,ml,0.20,9,9.24,Yes
691,Mixed,39.8%,astar,0.10,7,0,No
691,Mixed,39.8%,ml,0.30,168,0,No
692,Mixed,35.5%,astar,0.30,33,22.24,Yes
692,Mixed,35.5%,ml,0.10,13,10.41,Yes
693,Mixed,27.5%,astar,0.20,43,24.41,Yes
693,Mixed,27.5%,ml,0.20,27,12.83,Yes
694,Mixed,33.5%,astar,0.30,236,0,No
694,Mixed,33.5%,ml,0.20,14,14.66,Yes
695,Mixed,37.0%,astar,0.30,111,24.66,Yes
695,Mixed,37.0%,ml,0.30,12,11.66,Yes
696,Mixed,34.5%,astar,0.10,12,12.24,Yes
696,Mixed,34.5%,ml,0.60,247,0,No
697,Mixed,21.3%,astar,0.30,15,14.66,Yes
697,Mixed,21.3%,ml,0.10,13,8.24,Yes
698,Mixed,29.8%,astar,0.10,9,8.41,Yes
698,Mixed,29.8%,ml,0.30,94,17.00,Yes
699,Mixed,40.0%,astar,0.30,25,13.00,Yes
699,Mixed,40.0%,ml,0.10,12,0,No
700,Mixed,38.0%,astar,0.20,22,18.07,Yes
700,Mixed,38.0%,ml,0.30,56,16.41,Yes
701,Mixed,33.8%,astar,0.10,15,10.83,Yes
701,Mixed,33.8%,ml,0.20,29,12.24,Yes
702,Mixed,41.0%,astar,0.10,26,15.41,Yes
702,Mixed,41.0%,ml,0.20,39,21.66,Yes
703,Mixed,39.3%,astar,0.20,17,13.66,Yes
703,Mixed,39.3%,ml,0.10,12,9.83,Yes
704,Mixed,37.3%,astar,0.30,18,9.00,Yes
704,Mixed,37.3%,ml,0.20,100,0,No
705,Mixed,29.8%,astar,0.30,29,11.83,Yes
705,Mixed,29.8%,ml,0.10,14,13.83,Yes
706,Mixed,28.0%,astar,0.30,26,21.49,Yes
706,Mixed,28.0%,ml,0.30,14,13.83,Yes
707,Mixed,31.8%,astar,0.20,4,0,No
707,Mixed,31.8%,ml,0.20,20,12.83,Yes
708,Mixed,33.0%,astar,0.20,4,0,No
708,Mixed,33.0%,ml,0.20,11,8.83,Yes
709,Mixed,30.3%,astar,0.20,9,8.83,Yes
709,Mixed,30.3%,ml,0.40,83,16.41,Yes
710,Mixed,39.3%,astar,0.10,19,11.66,Yes
710,Mixed,39.3%,ml,0.20,8,7.41,Yes
711,Mixed,40.8%,astar,0.40,140,0,No
711,Mixed,40.8%,ml,0.30,61,0,No
712,Mixed,28.5%,astar,0.20,16,11.24,Yes
712,Mixed,28.5%,ml,0.10,25,14.24,Yes
713,Mixed,30.8%,astar,0.20,28,24.90,Yes
713,Mixed,30.8%,ml,0.20,12,12.49,Yes
714,Mixed,38.8%,astar,0.20,34,26.24,Yes
714,Mixed,38.8%,ml,0.20,64,36.83,Yes
715,Mixed,38.5%,astar,0.20,60,21.49,Yes
715,Mixed,38.5%,ml,0.30,65,17.24,Yes
716,Mixed,25.5%,astar,0.20,18,13.24,Yes
716,Mixed,25.5%,ml,0.30,76,20.83,Yes
717,Mixed,37.0%,astar,0.20,27,15.41,Yes
717,Mixed,37.0%,ml,0.10,1,0,No
718,Mixed,36.5%,astar,0.10,13,12.07,Yes
718,Mixed,36.5%,ml,0.10,23,17.41,Yes
719,Mixed,35.0%,astar,0.20,60,0,No
719,Mixed,35.0%,ml,0.40,180,0,No
720,Mixed,33.5%,astar,0.30,23,12.83,Yes
720,Mixed,33.5%,ml,0.10,17,12.24,Yes
