Test Case,Layout Type,Wall Density,Algorithm,Time (ms),Nodes Visited,Path Length,Success
692,Mixed,32.8%,ml_dynamic,0.10,16,14.41,Yes
693,Mixed,26.0%,ml,0.20,10,7.83,Yes
693,Mixed,26.0%,ml_dynamic,0.10,17,15.24,Yes
694,Mixed,28.7%,ml,0.20,61,18.24,Yes
694,Mixed,28.7%,ml_dynamic,0.30,78,17.41,Yes
695,Mixed,32.8%,ml,0.20,28,20.66,Yes
695,Mixed,32.8%,ml_dynamic,0.10,1,0,No
696,Mixed,34.5%,ml,0.20,14,11.66,Yes
696,Mixed,34.5%,ml_dynamic,0.10,17,15.49,Yes
697,Mixed,33.3%,ml,0.20,19,18.66,Yes
697,Mixed,33.3%,ml_dynamic,0.30,66,22.07,Yes
698,Mixed,37.0%,ml,0.30,124,0,No
698,Mixed,37.0%,ml_dynamic,0.30,103,0,No
699,Mixed,35.8%,ml,0.20,72,31.90,Yes
699,Mixed,35.8%,ml_dynamic,0.20,16,15.00,Yes
700,Mixed,35.0%,ml,0.20,11,10.41,Yes
700,Mixed,35.0%,ml_dynamic,0.00,22,12.83,Yes
701,Mixed,35.5%,ml,0.20,10,9.83,Yes
701,Mixed,35.5%,ml_dynamic,1.30,220,0,No
702,Mixed,33.8%,ml,0.20,18,12.41,Yes
702,Mixed,33.8%,ml_dynamic,0.20,36,14.41,Yes
703,Mixed,29.5%,ml,0.20,8,7.41,Yes
703,Mixed,29.5%,ml_dynamic,0.20,20,20.31,Yes
704,Mixed,38.0%,ml,0.10,10,9.66,Yes
704,Mixed,38.0%,ml_dynamic,0.30,78,22.41,Yes
705,Mixed,32.8%,ml,0.30,13,10.41,Yes
705,Mixed,32.8%,ml_dynamic,0.20,30,17.07,Yes
706,Mixed,37.8%,ml,0.20,30,12.83,Yes
706,Mixed,37.8%,ml_dynamic,0.20,32,0,No
707,Mixed,24.0%,ml,0.20,16,12.83,Yes
707,Mixed,24.0%,ml_dynamic,0.10,7,7.66,Yes
708,Mixed,34.0%,ml,0.20,8,7.83,Yes
708,Mixed,34.0%,ml_dynamic,0.10,55,19.24,Yes
709,Mixed,34.5%,ml,0.20,2,0,No
709,Mixed,34.5%,ml_dynamic,0.30,8,7.41,Yes
710,Mixed,32.0%,ml,0.80,232,0,No
710,Mixed,32.0%,ml_dynamic,0.20,29,22.49,Yes
711,Mixed,35.0%,ml,0.20,49,22.24,Yes
711,Mixed,35.0%,ml_dynamic,0.20,101,21.66,Yes
712,Mixed,27.8%,ml,0.10,15,13.24,Yes
712,Mixed,27.8%,ml_dynamic,0.20,11,10.24,Yes
713,Mixed,29.3%,ml,0.20,22,20.07,Yes
713,Mixed,29.3%,ml_dynamic,0.20,54,18.24,Yes
714,Mixed,30.0%,ml,0.20,23,16.66,Yes
714,Mixed,30.0%,ml_dynamic,0.10,11,10.41,Yes
715,Mixed,34.8%,ml,0.60,238,0,No
715,Mixed,34.8%,ml_dynamic,0.20,28,18.00,Yes
716,Mixed,38.0%,ml,0.10,39,16.24,Yes
716,Mixed,38.0%,ml_dynamic,0.40,105,27.31,Yes
717,Mixed,21.5%,ml,0.30,13,13.66,Yes
717,Mixed,21.5%,ml_dynamic,0.20,42,22.24,Yes
718,Mixed,39.3%,ml,0.50,215,0,No
718,Mixed,39.3%,ml_dynamic,1.80,215,0,No
719,Mixed,25.8%,ml,0.30,76,21.07,Yes
719,Mixed,25.8%,ml_dynamic,0.20,8,8.24,Yes
720,Mixed,28.5%,ml,0.30,26,18.83,Yes
720,Mixed,28.5%,ml_dynamic,0.20,19,11.41,Yes
