Test Case,Layout Type,Algorithm,Time (ms),Nodes Visited,Path Length,Success
271,Maze,astar,0.2,17,11.0,Yes
271,Maze,ml,0.2,56,28.41,Yes
272,Maze,astar,0.2,37,15.0,Yes
272,Maze,ml,0.3,169,45.41,Yes
273,Maze,astar,0.3,143,43.41,Yes
273,Maze,ml,0.2,32,17.0,Yes
274,Maze,astar,0.5,172,35.41,Yes
274,Maze,ml,0.4,31,21.41,Yes
275,Maze,astar,0.3,63,33.41,Yes
275,Maze,ml,0.3,126,60.41,Yes
276,Maze,astar,1.6,179,51.0,Yes
276,Maze,ml,0.3,82,30.0,Yes
277,Maze,astar,0.3,67,25.0,Yes
277,Maze,ml,0.3,142,52.41,Yes
278,Maze,astar,0.3,92,38.41,Yes
278,Maze,ml,0.1,41,20.41,Yes
279,Maze,astar,0.2,56,21.0,Yes
279,Maze,ml,0.2,63,29.41,Yes
280,Maze,astar,0.3,68,25.41,Yes
280,Maze,ml,0.3,78,26.41,Yes
281,Maze,astar,0.3,123,38.0,Yes
281,Maze,ml,0.2,172,44.83,Yes
282,Maze,astar,0.1,38,14.0,Yes
282,Maze,ml,0.3,149,40.0,Yes
283,Maze,astar,0.3,50,21.0,Yes
283,Maze,ml,0.2,92,42.0,Yes
284,Maze,astar,0.6,66,23.0,Yes
284,Maze,ml,0.3,58,26.0,Yes
285,Maze,astar,0.3,30,21.0,Yes
285,Maze,ml,0.1,20,14.0,Yes
286,Maze,astar,0.3,28,15.0,Yes
286,Maze,ml,0.2,146,30.83,Yes
287,Maze,astar,0.2,40,15.41,Yes
287,Maze,ml,0.3,43,19.83,Yes
288,Maze,astar,0.3,29,14.0,Yes
288,Maze,ml,0.3,144,47.41,Yes
289,Maze,astar,0.2,124,53.24,Yes
289,Maze,ml,0.1,26,14.0,Yes
290,Maze,astar,0.2,110,33.41,Yes
290,Maze,ml,0.1,19,14.41,Yes
291,Maze,astar,0.2,72,32.0,Yes
291,Maze,ml,0.2,132,50.41,Yes
292,Maze,astar,0.2,46,19.83,Yes
292,Maze,ml,0.3,164,47.83,Yes
293,Maze,astar,0.1,39,23.0,Yes
293,Maze,ml,0.2,97,34.41,Yes
294,Maze,astar,0.2,21,17.41,Yes
294,Maze,ml,0.3,149,47.0,Yes
295,Maze,astar,0.3,172,48.83,Yes
295,Maze,ml,0.4,173,50.0,Yes
296,Maze,astar,0.4,38,18.0,Yes
296,Maze,ml,0.1,41,19.41,Yes
297,Maze,astar,0.1,41,22.0,Yes
297,Maze,ml,0.1,39,18.41,Yes
298,Maze,astar,0.2,64,24.0,Yes
298,Maze,ml,0.2,29,16.0,Yes
299,Maze,astar,0.4,102,36.0,Yes
299,Maze,ml,0.2,68,27.0,Yes
300,Maze,astar,0.3,133,52.24,Yes
300,Maze,ml,0.1,63,37.24,Yes
301,Maze,astar,0.1,52,23.0,Yes
301,Maze,ml,0.2,90,25.0,Yes
302,Maze,astar,0.1,29,21.0,Yes
302,Maze,ml,0.2,52,22.0,Yes
303,Maze,astar,0.2,73,26.41,Yes
303,Maze,ml,0.1,55,21.83,Yes
304,Maze,astar,0.1,12,10.0,Yes
304,Maze,ml,0.2,38,23.0,Yes
305,Maze,astar,0.3,107,42.41,Yes
305,Maze,ml,0.3,197,47.0,Yes
306,Maze,astar,0.3,169,50.0,Yes
306,Maze,ml,0.1,33,19.41,Yes
307,Maze,astar,0.2,76,30.0,Yes
307,Maze,ml,0.3,208,48.41,Yes
308,Maze,astar,0.2,172,58.41,Yes
308,Maze,ml,0.5,171,55.83,Yes
309,Maze,astar,0.2,14,12.83,Yes
309,Maze,ml,0.2,16,13.41,Yes
310,Maze,astar,0.2,146,39.41,Yes
310,Maze,ml,0.2,52,28.41,Yes
311,Maze,astar,0.3,52,25.0,Yes
311,Maze,ml,0.2,143,33.0,Yes
312,Maze,astar,0.2,87,29.41,Yes
312,Maze,ml,0.1,38,17.0,Yes
313,Maze,astar,0.2,44,18.0,Yes
313,Maze,ml,0.1,71,25.0,Yes
314,Maze,astar,0.3,224,74.0,Yes
314,Maze,ml,0.2,159,58.41,Yes
315,Maze,astar,0.3,63,26.0,Yes
315,Maze,ml,0.1,54,26.83,Yes
316,Maze,astar,0.2,16,13.41,Yes
316,Maze,ml,0.2,39,16.0,Yes
317,Maze,astar,0.2,28,15.83,Yes
317,Maze,ml,0.1,21,19.41,Yes
318,Maze,astar,0.2,36,26.0,Yes
318,Maze,ml,0.3,45,21.83,Yes
319,Maze,astar,0.2,43,23.24,Yes
319,Maze,ml,0.3,51,37.41,Yes
320,Maze,astar,0.3,48,27.0,Yes
320,Maze,ml,0.3,96,37.41,Yes
321,Maze,astar,0.2,12,10.0,Yes
321,Maze,ml,0.3,49,27.0,Yes
322,Maze,astar,0.6,56,29.41,Yes
322,Maze,ml,0.3,143,42.83,Yes
323,Maze,astar,0.3,90,26.0,Yes
323,Maze,ml,0.3,64,22.0,Yes
324,Maze,astar,0.1,64,54.83,Yes
324,Maze,ml,0.2,33,15.41,Yes
325,Maze,astar,0.4,181,43.66,Yes
325,Maze,ml,0.3,36,16.83,Yes
326,Maze,astar,0.2,32,16.83,Yes
326,Maze,ml,0.3,87,37.0,Yes
327,Maze,astar,0.3,182,66.0,Yes
327,Maze,ml,0.3,163,45.0,Yes
328,Maze,astar,0.2,139,46.0,Yes
328,Maze,ml,0.2,102,46.41,Yes
329,Maze,astar,0.2,44,25.83,Yes
329,Maze,ml,0.2,117,42.83,Yes
330,Maze,astar,0.5,196,57.41,Yes
330,Maze,ml,0.2,17,12.41,Yes
331,Maze,astar,0.5,222,63.83,Yes
331,Maze,ml,0.3,168,47.24,Yes
332,Maze,astar,0.0,15,12.41,Yes
332,Maze,ml,0.2,42,19.41,Yes
333,Maze,astar,0.3,51,20.0,Yes
333,Maze,ml,0.1,20,12.0,Yes
334,Maze,astar,0.2,62,31.0,Yes
334,Maze,ml,0.1,26,17.0,Yes
335,Maze,astar,0.3,129,42.0,Yes
335,Maze,ml,0.3,114,46.0,Yes
336,Maze,astar,0.5,177,48.83,Yes
336,Maze,ml,0.1,77,30.0,Yes
337,Maze,astar,0.2,14,9.0,Yes
337,Maze,ml,0.2,35,19.0,Yes
338,Maze,astar,0.4,41,15.41,Yes
338,Maze,ml,0.5,153,38.0,Yes
339,Maze,astar,0.2,40,15.0,Yes
339,Maze,ml,0.2,68,32.83,Yes
340,Maze,astar,0.6,177,37.0,Yes
340,Maze,ml,0.3,111,42.0,Yes
341,Maze,astar,0.4,143,41.41,Yes
341,Maze,ml,0.2,59,17.41,Yes
342,Maze,astar,0.4,167,61.0,Yes
342,Maze,ml,0.1,66,26.0,Yes
343,Maze,astar,0.3,59,29.41,Yes
343,Maze,ml,0.2,41,23.0,Yes
344,Maze,astar,0.3,55,23.0,Yes
344,Maze,ml,0.1,47,18.0,Yes
345,Maze,astar,0.2,35,26.0,Yes
345,Maze,ml,0.4,137,35.41,Yes
346,Maze,astar,0.3,18,10.0,Yes
346,Maze,ml,0.1,17,16.0,Yes
347,Maze,astar,0.2,45,21.41,Yes
347,Maze,ml,0.2,50,28.24,Yes
348,Maze,astar,0.1,24,16.0,Yes
348,Maze,ml,0.2,98,32.0,Yes
349,Maze,astar,0.1,25,15.0,Yes
349,Maze,ml,0.3,55,21.0,Yes
350,Maze,astar,0.2,115,24.41,Yes
350,Maze,ml,0.2,51,32.0,Yes
351,Maze,astar,0.4,99,35.41,Yes
351,Maze,ml,0.2,126,39.41,Yes
352,Maze,astar,0.2,38,20.0,Yes
352,Maze,ml,0.1,115,34.41,Yes
353,Maze,astar,0.8,29,12.0,Yes
353,Maze,ml,0.4,131,39.0,Yes
354,Maze,astar,0.4,77,36.41,Yes
354,Maze,ml,0.1,26,20.83,Yes
355,Maze,astar,0.1,26,13.0,Yes
355,Maze,ml,0.2,54,24.0,Yes
356,Maze,astar,0.2,201,69.83,Yes
356,Maze,ml,0.3,51,29.0,Yes
357,Maze,astar,0.1,50,26.41,Yes
357,Maze,ml,0.2,57,25.41,Yes
358,Maze,astar,0.2,25,14.41,Yes
358,Maze,ml,0.3,111,25.83,Yes
359,Maze,astar,0.2,35,15.0,Yes
359,Maze,ml,0.1,53,27.0,Yes
360,Maze,astar,0.2,45,22.41,Yes
360,Maze,ml,0.2,22,16.41,Yes
363,Clustered,astar,0.2,7,7.66,Yes
363,Clustered,ml,0.4,10,9.0,Yes
364,Clustered,astar,0.3,11,10.41,Yes
364,Clustered,ml,0.2,15,13.41,Yes
365,Clustered,astar,0.2,34,20.24,Yes
365,Clustered,ml,0.1,15,14.0,Yes
366,Clustered,astar,0.3,36,18.66,Yes
366,Clustered,ml,0.1,8,8.24,Yes
369,Clustered,astar,0.3,19,18.31,Yes
369,Clustered,ml,0.3,37,18.83,Yes
370,Clustered,astar,0.3,11,10.41,Yes
370,Clustered,ml,0.1,10,12.31,Yes
372,Clustered,astar,0.3,13,12.83,Yes
372,Clustered,ml,0.2,9,10.07,Yes
373,Clustered,astar,0.1,11,10.41,Yes
373,Clustered,ml,0.2,24,14.24,Yes
374,Clustered,astar,0.2,33,24.31,Yes
374,Clustered,ml,0.2,48,20.31,Yes
375,Clustered,astar,0.2,10,9.83,Yes
