Test Case,Layout Type,Algorithm,Time (ms),Nodes Visited,Path Length,Success
329,Maze,ml,0.2,56,20.0,Yes
329,Maze,ml_dynamic,0.7,37,22.0,Yes
330,Maze,ml,0.3,12,10.83,Yes
330,Maze,ml_dynamic,0.9,216,47.0,Yes
331,Maze,ml,0.3,31,19.24,Yes
331,Maze,ml_dynamic,0.0,13,9.0,Yes
332,Maze,ml,0.2,48,21.41,Yes
332,Maze,ml_dynamic,0.6,171,52.83,Yes
333,Maze,ml,0.1,40,23.83,Yes
333,Maze,ml_dynamic,0.3,88,36.0,Yes
334,Maze,ml,0.2,115,29.41,Yes
334,Maze,ml_dynamic,0.1,61,22.0,Yes
335,Maze,ml,0.5,34,19.41,Yes
335,Maze,ml_dynamic,0.1,15,12.0,Yes
336,Maze,ml,0.1,67,24.0,Yes
336,Maze,ml_dynamic,0.3,37,18.0,Yes
337,Maze,ml,0.3,35,23.41,Yes
337,Maze,ml_dynamic,0.2,63,24.41,Yes
338,Maze,ml,0.1,57,24.0,Yes
338,Maze,ml_dynamic,0.1,32,19.0,Yes
339,Maze,ml,0.3,129,31.83,Yes
339,Maze,ml_dynamic,0.1,26,14.41,Yes
340,Maze,ml,0.2,27,21.0,Yes
340,Maze,ml_dynamic,0.2,48,31.0,Yes
341,Maze,ml,0.1,26,22.41,Yes
341,Maze,ml_dynamic,0.1,104,37.41,Yes
342,Maze,ml,0.7,167,53.24,Yes
342,Maze,ml_dynamic,0.2,84,32.83,Yes
343,Maze,ml,0.2,38,14.41,Yes
343,Maze,ml_dynamic,0.1,54,25.83,Yes
344,Maze,ml,0.2,28,15.0,Yes
344,Maze,ml_dynamic,0.2,93,34.0,Yes
345,Maze,ml,0.6,46,23.41,Yes
345,Maze,ml_dynamic,0.1,12,11.0,Yes
346,Maze,ml,0.7,167,42.66,Yes
346,Maze,ml_dynamic,0.2,12,9.0,Yes
347,Maze,ml,0.2,23,19.41,Yes
347,Maze,ml_dynamic,0.2,12,9.41,Yes
348,Maze,ml,0.3,26,19.0,Yes
348,Maze,ml_dynamic,0.2,58,18.0,Yes
349,Maze,ml,0.2,89,30.0,Yes
349,Maze,ml_dynamic,0.2,45,26.83,Yes
350,Maze,ml,0.3,58,22.41,Yes
